,email,q1,q2,q3,q4,q5
1011,9,its good for me to accumulate my mileage to redeempt the gift if like,5,6,lots of different products listed on the internet,more items
1012,8,Since it's tied up with Cathay Pacific; the service are limited to what ever they offer.,5,6,Response quickly,Know the guest by heart
1013,10,能消費同時儲分換取免費機票,6,5,宣傳及定期update資訊,網頁可更user-friendly
1014,9,all's good!,6,4,,
1015,8,,5,5,,
1016,6,,4,3,換領禮品多些選擇。換取機票里數降抵。,
1017,9,,3,6,,
1018,8,,5,6,,
1019,6,簽咭儲里數換機票,5,3,可以換機票,提供更多機位去換機票
1020,8,"基本服務是非常滿意, 可惜兌換獎賞的機位有些不足供應現象",4,2,間中推出特別優惠里數換取機票或禮品,希望於每航斑可以提供更多機位供兌換
1021,0,The new miles accrual method is extremely demanding. I have to double the travel to retain my Gold C,1,5,,Bring back the old method of calculating Mileage Accrual
1022,8,因為ASIAMILES是比其他里數公司更容易賺取里數,5,5,有很多商店消費都可以賺取里數,"很多都是比較高級的商店, 希望更平民化一點"
1023,10,,7,7,,
1024,6,"Because there're still some more aspects to be improved and enhanced, e.g. bonus point calculation",3,3,The bonus points can fly so many places over the world for free...,Lessening the restrictions/conditions of redemption.
1025,9,I like the promotion and events,5,4,trouble free and can communicate in Cantonese,"Redeem air ticket with different airline, including all Asiamiles partner"
1026,10,,3,4,,
1027,1,Never can reach hotline,3,2,,need to improve and provide some better service
1028,7,"Asia miles 是可以使朋友或同事在他們的旅程後增添延續的心情, 另外如加入Marco Polo club更可享受優悅感覺.",6,4,,"為會員增取多些機位. 因為我工作人事, 要預早用里程分訂機位較難達到."
1029,10,,3,4,,
1030,0,,5,1,,
1031,9,,4,2,,
1032,0,The system is terrible. I have to reset my password every tim. Sometimes it seems like there is no c,1,1,Not sure,"Upgrade the system. Integrate more... Honestly, the whole thing is terrible"
1033,10,Cathy Pacific and Dragon Airline are amongest the best and safest airlines to fly with.,5,2,Redeem flght,"To provide benefits to valuable long term members, like free upgrading."
1034,6,,1,2,,
1035,10,,4,7,,
1036,4,"able to use the points to get free ticket....... however, its looked difficult for many people",2,3,redeem procedure is not difficult,if able to offer ticket by using points + $$
1037,8,Miles can't be accumulated more than 1 year,5,5,A lot of choices/items to redeem,Allow us to extend it instead of clearing a portion every year.
1038,6,it seems  efficient,6,3,It seems better than some other flight mile systems,Make redemption requirements wasier to understand
1039,8,You have a lot of offers. As a member of CX as a diamond member and now since retirement I am only g,5,6,Cannot write more than a sentence on your survey. Not worth my time. BAD service for this survey!!!!,Explain why members are getting a good deal since as a CX member with its new requirements I feel I
1040,10,,7,7,,
1041,8,他們也會乘坐Cathay出門旅遊,5,5,每次飛行可賺取里數,但每次對换里數都很難有機位的
1042,6,I find the points which are required to exchange the products is not worth.,4,5,Extra bonus for travel and spending.,More promotions for redeem the ticket and service by using less points.
1043,10,登記程序簡單，在完成登記後即能開始累積里數，很方便，有利於留學生，在兩次來回香港和倫敦的旅程後，便能累積夠里數，用於下一次行程客位提升。,6,6,登記和兌換里數手續簡單方便,沒有
1044,6,"Availability of redemption flights is tough, even far in advance.",6,2,"Being in Hong Kong, they're easy to earn",Website for lifestyle redemptions is TERRIBLE (SO SLOW and clunky)
1045,8,,5,3,,
1046,8,,4,4,,
1047,6,,2,5,,Stop down grade old member cause I'm silver but now turn to green
1048,6,,3,4,,
1049,5,most of my friends are on krisflyer / star alliance,3,4,,
1050,10,,5,6,,
1051,7,,4,4,,
1052,2,,3,6,,
1053,10,"Being a CX FF, AM is the go-to mileage program for flights on CX",5,5,,Work with CX to open up more Redemption Seats per flight
1054,5,Redeeming flights are almost impossible. Miles are hard earned. Why make it so difficult for people?,5,1,Nothing good anymore. Trying other airline,Just stop playing games! Open up more flights for people to redeem!
1055,8,Programme has a good amount of airlines.,4,3,Can accumulate w linked credit cards.,Easier to redeem flights
1056,7,航線尚算吸引，但兌換分數偏高,5,4,,Open jaw和不同航空公司 都可以網上兌換
1057,8,,6,4,,
1058,10,,4,6,,
1059,10,,4,5,Lounge services,"Cumulative loyalty programme to carry forward level of class membership, instead of 12 months cut of"
1060,8,A program that allows members the opportunity to redeem free tickets on Cathay Pacific.,4,4,,Make it easier for redemption and make availability earlier and not just last minute
1061,8,"Through this program, travellers make the best use of the bonus points earned through credit cards.",4,3,The price of flight tickets are generally reasonable.,More seats should be available under the program.
1062,7,,5,3,,
1063,7,,6,3,,
1064,7,,5,3,,賺取里數後很難換取機票，因理想機位太少
1065,3,沒有什麼吸引力！,3,1,,
1066,10,,4,5,能把信用卡積分轉化里程獎勵非常好,
1067,3,"One of the flagship carriers, CX has substantially declined and is no longer my carrier of choice.",6,2,The range of carriers,Recognise loyalty some of us have been Diamond members for many many years with no recognition.
1068,8,,6,3,,
1069,6,熱線等太久，而且亦有其他不同機構的兌換機票比亞洲萬里通便宜,5,2,多夥伴公司,熱線等太久！而且開放以供換領的機位很少
1070,9,I already introduce to my friends,5,6,can choose credit cards from different banks,family account
1071,8,,4,5,,
1072,7,,5,5,,Have family account that mileage can be shared within family group
1073,5,,4,4,,
1074,8,,4,5,,
1075,8,I would choose a 10 if it was easier to redeem my asia miles for flights,4,2,,Make it easier to redeem miles for flights
1076,10,Pleased with the service and staff.,3,3,Staff,Not pleased with the new points system
1077,10,I like collecting Moore,4,3,Upgrades,Availability of upgrades
1078,2,"Impractical to redeem awards
Service on board is declining
No recognition for own frequent flyers",1,1,"The best is gone, think harder to get back where you were. Compared to your peers you're lagging.","Treat your members better in terms of service, priority and recognition on ground and on board."
1079,6,The ability to redeem flights are generally difficult for those times that I wanted it.,6,1,,
1080,9,,5,6,,
1081,7,not very easy to redeem flights,6,3,partner with financial institutions to launch mileage cards,have an app that prompts me offers without having to bring the physical membership card
1082,7,It is very user friendly to redeem stuffs with Asia Miles and there are lots of choices,3,4,It can redeem air tickets,May consider setting up a reward system to loyalty members to keep them staying with Asia Miles
1083,4,Inflight services at CX and KA have deteriorated over years.,6,3,Easy to earn,More flights available for redemption. Very hard to redeem during some periods of the year.
1084,10,I have applied for two friends to join recently,6,5,I mainly use miles for Business tickets for friends.  I myself travel less now.,Online booking for mileage tickets often failed.  Phone contacts are difficult to get through.
1085,5,Airticket redeem,5,2,,
1086,8,參與的航空公司類型可以增加，畢竟在現今大數據年代，航空業已發展百家爭鳴，各有千秋，建議可吸納甚至合併其他飛行獎勵協會,3,6,私隱保密及航空業以外的合作夥伴，這些方面為會員提供的服務頗佳，甚當積極性。而且並無濫用濫發宣傳，造成會員困擾。,
1087,10,"Ease of usage, flexibility, types of rewards available",4,4,Ability to redeem plane tickets using Asia Miles,Make it easier to accumulate the miles and the flight operators offer more options or flight choices
1088,7,,3,3,,
1089,10,Easy to earn at various aspects.,7,3,Redemption creates happiness.,The redemption hotline is never connected...
1090,8,,4,4,,"If the Asia Miles can be redeemed to get air tickets with the Alliance carriers easier, that will ma"
1091,7,,4,4,,
1092,10,可以儲里數換機票，何樂而不為！,4,7,可通過不同途徑賺取里數，並且不定期推出折扣兌換機票。,可讓客戶通過網上預訂各航班之座位，並且隨時可作出調整（如需要）。本人有經驗試過訂完第一張票座位後再訂第二張票座位時，連座位比人訂了。當時需要更改第一張票座位時無法在網上更改，要致電熱線，且等候接聽電話
1093,10,Great rewards and friendly staff,5,5,Using the miles for airline upgrades,More availability of upgrades using miles
1094,8,,4,3,,
1095,8,相對容易換機票,4,5,,"I CANNOT EARN ASIAMILE WHEN I PLACE ORDER VIA GMARKET, NEVER GET ANY MILLAGE!!!!"
1096,9,,5,5,,
1097,7,I think flight availability for redeeming flights could really improve.,4,3,I like the you can earn points through many channels.,I think the Website could be more informative and less complicated.
1098,6,"the service of the staffs are getting worse, I experienced this in Kansai Airposrt last week",3,5,,
1099,5,,4,4,,
1100,7,Many different rewards,4,5,Ability to redeem air ticket,
1101,7,I like the program and its link to Cathay in particular -,3,4,Cathay association,Merge accounts
1102,10,i love the programme,6,5,redeem mileage,servicing
1103,10,Ease of accruing and using miles,7,7,Non-cash reward for fixed expenses,Encourage airlines to reflect total Asia Miles accrual rather than simply flight spend
1104,9,Very flexible and can really use the points,5,7,Free travel,
1105,9,,4,4,,
1106,10,非常多元化的平台,3,4,網上兌換機票非常方便,沒有 很完美
1107,4,"system is not user friendly, always error
hotline takes very long time",1,3,,"improve the system and hotline
allow checking transfer, stop over option online to save time"
1108,10,Excellent mileage program: easy to accumulate points and easy to use points.,7,7,Easy to redeem points.,Could make it easier for transferring points to family members/friends.
1109,8,,6,6,,Work with Macro Polo club to let us to queue in Business class without counting the flying miles.
